mouseid,SEX,PGM,PCTT10,TOTDIST,TOTREAR,AMBEPIS,AVGVELO,PCTREST,ACTFACT,ANXFACT,1.52.903,1.58.218,1.63.544,1.68.754,1.73.853,1.78.895,1.84.13,1.142.911,1.152.072,1.157.107,1.162.154,1.172.293,1.189.194,1.194.471,2.6.99,2.14.912,2.30.4,2.46.567,2.65.484,2.70.714,2.75.803,2.80.917,2.97.379,2.115.443,2.120.543,2.125.79,2.131.164,2.136.176,2.147.68,2.153.094,2.163.612,2.168.681,2.178.315,3.5.399,3.15.676,3.23.589,3.30.366,3.58.232,3.63.295,3.116.457,3.130.112,3.144.638,4.28.546,4.64.271,4.84.116,4.90.848,4.95.976,4.101.273,4.106.91,4.114.381,4.119.404,4.146.705,4.154.007,5.3.217,5.8.292,5.13.572,5.34.496,5.54.302,5.59.398,5.70.507,5.76.181,5.114.905,5.129.613,6.8.907,6.30.799,6.43.778,6.48.9,6.57.082,6.66.518,6.71.532,6.76.679,6.81.864,6.92.155,6.97.389,6.102.455,6.113.036,6.118.461,6.130.177,6.137.911,7.4.843,7.10.546,7.16.001,7.32.784,7.57.878,7.63.356,7.95.734,7.113.114,7.120.494,7.125.526,8.3.089,8.9.532,8.15.231,8.27.939,8.42.542,8.52.684,8.57.724,8.63.043,8.68.129,8.73.959,8.84.334,8.89.447,8.99.742,8.106.003,8.120.925,9.19.367,9.35.157,9.75.208,9.85.508,9.97.633,9.103.546,9.115.09,9.120.248,10.6.177,10.27.548,10.33.479,10.50.215,10.57.805,10.66.995,10.72.796,10.80.703,10.86.122,10.91.185,10.96.34,10.101.669,10.109.059,10.126.634,11.8.346,11.24.381,11.30.054,11.35.159,11.45.533,11.68.383,11.73.562,11.78.864,11.84.334,11.110.832,11.115.986,11.121.485,12.8.054,12.14.003,12.20.058,12.25.18,12.34.51,12.44.175,12.50.945,12.62.739,12.67.901,12.73.9,12.84.749,12.90.714,12.95.793,12.101.558,12.113.087,13.6.094,13.12.009,13.17.193,13.22.251,13.35.31,13.40.462,13.51.598,13.56.939,13.67.446,13.89.444,13.94.513,13.99.543,14.10.723,14.75.192,14.92.114,14.97.414,14.102.467,14.108.333,15.57.352,15.78.151,15.89.891,15.101.89,16.17.188,16.45.834,16.51.101,16.56.11,16.61.205,16.71.874,16.82.521,16.87.987,16.93.262,16.98.377,17.9.103,17.14.146,17.27.372,17.32.527,17.39.267,17.45.986,17.51.159,17.56.801,17.71.942,18.11.683,18.16.784,18.21.882,18.28.434,18.51.821,18.70.651,18.77.741,18.85.977,19.3.505,19.49.322,X.45.475,X.61.66,X.85.251,X.100.299,X.106.858,X.125.593,X.151.946
215534,0,0,17.23,3221.9,42,116,32.86,55.85,-0.38,-0.519,H,H,H,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,C,C,H,H,H,H,H,H,-,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,B,B,B,B,B,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,B,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,C,H,H,B,B,B,B,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,C,C,C,C,H,H,H,H,B,C,H,H,H,B,B,B,B
215535,0,0,19.5,3696.8,78,121,31.71,48.73,0.33,-0.603,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,C,C,C,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,B,B,B,B,B,B,B,B,B,B,H,C,B,B,B,B,B,B,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,B,C,C,H,H,H,H,B,B,B,B,C,C,C,C,C,C,C,C,H,C,C,C,H,H,H,H,H,H,H,B,B,B,B,B,B,B
215964,0,0,13.56,3507.7,121,118,34.56,61.78,-0.22,-0.528,B,B,B,B,B,B,B,B,H,H,H,C,C,C,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,B,C,C,C,C,C,C,B,B,B,B,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,C,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,-,-,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,B,B,H,C,H,H,B,B,B,B,B
215965,0,0,29.73,2980,103,101,46.58,63.17,-1.02,2.082,B,B,B,B,B,B,B,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,-,-,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,C,C,C,C,H,H,H,H,B,B,B,B,H,H,H,H,H,-,C,C,C,C,C,H,-,B,B,B,B,C,C,H,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,B,B,B,C,C,C,C,H,H,B,B,B,H,B,B,B,H,H,H,H
215966,0,0,19.27,3083.2,187,100,44.24,65.57,-0.68,1.095,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,-,C,C,C,C,C,C,C,C,H,-,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,B,H,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,-,H,C,C,C,C,C,C,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,C,H,H,H,H,H,H,H
215967,0,0,25.19,3299.2,141,122,46.06,63.14,-0.45,1.685,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,B,C,C,C,C,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,-,H,H,B,B,B,B,B,B,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,H,H,C,C,C,C,C,C,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,H,H,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,B,B,B,H,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,H,C,H,H,H,H,H,H,H,H
218146,0,0,2.02,3506.7,52,108,31.64,53.73,-0.08,-1.747,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,C,C,C,B,B,H,H,H,C,C,C,C,H,H,H,H,H,H,H,H,H,H,C,B,B,B,H,C,C,C,C,C,C,-,H,H,B,B,B,B,B,B,-,H,H,C,C,C,-,H,H,H,-,C,C,C,H,H,H,H,H,-,C,C,C,H,H,H,H,H,H,H,B,B,C,H,H,H,H,H,-,B,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,C,C,C,C,C,H,H,C,H,H,C,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,B
218147,0,0,4.73,3941,91,135,46.05,50.78,0.56,0.123,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,C,C,C,C,H,H,H,C,C,C,C,C,B,B,B,B,B,B,H,C,C,C,-,H,H,H,B,B,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,B,B,B,B,B,C,C,C,C,C,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,H,C,H,C,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,-,B,B,B,B,B,B,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,C,H,H,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,B,B,B,B,B,B
218148,0,0,2.5,4749.1,70,146,31.45,46.32,1.31,-1.889,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,H,C,C,C,C,C,C,C,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,-,H,H,H,H,H,C,H,B,-,H,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,-,C,H,H,H,H,H,C,C,C,C,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,C,-,C,C,C,C,C,C,C,C,C,C,B,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,H,H
218149,0,0,5.1,3759.9,64,124,42.06,51.68,0.24,-0.312,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,C,C,C,C,C,C,C,C,B,B,B,B,B,B,B,B,B,B,B,B,B,-,C,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,H,H,H,H,H,H,-,B,B,B,B,B,B,B,B,B,B,B,C,-,C,C,H,H,H,B,B,H,H,H,B,H,H,H,H,H,H,B,H,H,C,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,B,H,H,B,B,B,B,B,B
218150,0,0,2.83,3964.9,90,136,38.74,49.53,0.72,-0.905,H,H,H,H,C,H,H,C,C,C,C,C,C,C,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,C,C,B,B,B,B,B,B,B,B,B,-,-,H,H,H,H,H,H,H,H,H,H,B,B,B,B,B,H,H,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,B,B,-,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,C,C,C,C,C,C,C,C,C,B,B,B,B,H,H,H,H,H,C,H,H,C,H,H,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,-,C,C,C,C,C,C,C,H,B,B,B,B,B,H,H,H,B,B,B,B,H,H,H,H,C,C,H,H,B,B,B,B,B,B,B,B,H,H,H,H,C,C,C,C,C,B,B,B,B,B,B,H
218174,0,0,15.97,2334.8,64,73,30.03,50.03,-0.88,-0.948,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,C,C,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,H,C,C,C,C,C,C,C,C,C,C,C,H,C,C,H,-,-,H,H,C,C,C,C,-,B,B,B,B,H,H,H,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,H,H,H,C,C,C,C,C,C,C,C,H,H,-,H,H,H,H,-,-,B,B,B,B,B,B,B,B,B,B,H,C,C,C,C,C,H,H,B,B,B,B,B,B,B,H,H,H,H,C,C,C,H,C,C,C,C,C,C,B,B,B,B,B,B,B,H,B,-,H,H,H,H,H,H,H
218175,0,0,34.57,2355.1,71,79,34.2,60.5,-1.48,0.931,B,B,B,B,B,B,B,B,B,B,B,B,B,B,C,H,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,B,C,H,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,B,B,H,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,B,B,B,B,B,B,B,C,H,H,H,H,H,H,H,H,H,H,H,H,H,C,C,C,H,H,H,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,H,H,C,C,C,C,C,B,B,B,B,B,B,B,C,C,C,C,C,C,C,C,C,C,H,B,B,B,B,H,-,B,B,B,B,B,B,B,H,H,H,H,B,B,B,B,B,B,H,H,C,H,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,C,H,H,B,B,B,B,B,B,B
138418,1,0,22.42,3048.5,129,101,36.68,55.7,-0.39,0.305,-,H,-,H,C,C,-,C,-,C,-,C,-,C,-,-,-,C,-,C,C,-,C,C,-,C,-,C,-,C,H,-,C,-,-,B,-,-,-,C,C,-,-,H,H,H,H,-,H,-,H,H,-,B,-,B,B,B,B,B,H,H,-,-,B,B,B,B,B,-,B,B,-,B,B,-,H,H,-,-,H,-,B,B,B,B,B,B,-,C,-,C,-,C,-,C,-,-,-,C,H,H,-,-,-,C,C,C,C,C,-,C,H,-,H,H,-,-,-,B,B,B,B,-,-,B,-,B,B,-,H,-,-,H,-,C,C,C,H,H,-,H,H,H,-,H,H,H,H,H,-,H,-,-,B,B,B,H,H,H,H,H,-,H,H,-,B,B,B,B,-,C,C,C,-,C,-,C,-,C,C,-,C,-,-,H,-,H,B,B,B,B,-,B,-,B,-,B,-,-,-,B,-,B,B,B,B,-,B,-,-
138419,1,0,24.07,3531.7,88,118,34.44,52.1,0.04,0.083,-,C,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,H,-,-,-,-,-,-,H,H,-,-,-,C,-,-,-,C,-,C,-,-,-,-,H,H,-,H,-,H,C,-,H,-,C,-,-,H,B,-,B,-,-,H,-,C,-,C,-,-,C,C,-,-,-,H,B,-,-,H,-,H,B,B,-,B,B,-,H,-,H,-,-,-,-,-,-,-,B,-,H,H,-,B,-,-,-,H,H,-,-,H,-,H,H,-,C,-,-,C,C,C,-,-,-,-,-,H,-,H,-,-,-,-,B,-,B,B,B,-,B,B,B,-,B,H,H,H,-,-,-,-,-,-,H,H,-,-,C,C,C,-,C,-,-,-,B,B,-,-,H,B,B,-,H,-,-,C,C,C,-,-,C,-,-,-,C,-,-,-,H,-,-,-,B,-,-,-,-,-,-,-,H,C,C,C,-,-,-,-
138420,1,0,23.47,3711.8,185,118,33.06,50.3,0.57,-0.159,C,C,C,C,C,C,-,-,-,-,-,-,B,-,C,C,C,C,C,-,C,C,C,-,-,C,-,C,C,C,C,C,-,-,H,-,-,-,-,H,H,H,B,B,-,B,B,B,B,B,B,B,B,-,-,C,H,-,H,H,-,B,-,-,-,H,H,-,H,H,-,H,-,-,-,-,H,H,B,B,-,B,-,-,B,-,H,H,-,H,H,H,H,-,H,-,H,H,-,-,H,-,-,C,-,C,-,-,C,C,-,H,C,H,-,H,-,H,-,H,-,-,C,C,-,-,-,C,C,C,-,-,C,C,C,B,B,B,H,H,-,H,-,-,H,-,H,H,H,-,H,-,H,B,B,-,B,-,-,-,H,C,C,C,C,H,H,-,-,-,H,B,B,B,B,-,C,-,H,H,H,H,-,-,H,-,-,H,H,H,-,B,-,B,C,H,B,-,-,-,H,-,B,H,C,C,C,-,C,C,-
138421,1,0,17.07,3065.4,90,107,30.71,55.3,-0.34,-0.787,-,H,H,-,-,H,H,-,-,H,-,B,-,-,-,H,H,-,H,-,-,-,-,-,-,-,-,-,-,H,H,H,B,-,B,-,-,-,-,-,-,C,-,-,-,-,-,H,H,-,-,H,H,H,C,C,-,-,H,-,H,-,-,-,H,-,H,-,-,H,-,-,-,B,B,B,-,H,-,B,B,B,B,B,B,C,C,H,-,B,-,B,B,-,-,-,-,-,-,H,-,H,-,H,H,H,C,-,C,C,C,C,H,-,H,-,-,C,-,-,C,-,-,C,-,-,H,-,-,H,C,C,-,-,-,C,-,C,B,B,B,-,B,H,-,C,C,-,C,C,-,C,C,-,-,H,H,-,-,B,B,-,B,-,-,-,-,B,H,-,-,B,B,B,B,H,-,H,-,H,H,H,H,H,-,-,C,C,-,-,-,H,-,-,B,-,-,-,C,C,C,-,B,H,B,B,B,-,-,B,B
140938,1,0,17.2,2717.2,93,94,40.1,56.6,-0.77,0.392,C,C,C,C,C,C,C,H,H,H,H,B,B,B,H,H,H,H,H,-,-,H,H,-,B,H,H,H,H,H,H,H,H,-,H,H,H,-,C,C,C,C,H,B,B,B,B,B,B,B,B,B,C,B,B,B,B,-,B,-,B,H,H,B,B,B,B,B,H,H,H,H,H,H,-,H,H,H,-,H,H,H,B,H,H,H,H,H,C,H,H,H,H,C,C,C,C,C,C,C,C,H,H,H,H,C,C,C,C,C,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,C,H,H,H,H,B,B,B,B,B,-,-,B,B,B,B,H,H,H,H,H,H,H,H,H,H,C,C,C,H,-,C,-,C,C,-,C,H,H,C,C,-,C,C,C,B,B,B,B,C,C,-,C,C,C,C,C,C,C,H,H,H,H,H,B,B,B,B,B,B,B,H,H,H,C,C,B,B,B,B,B,-,B,-,B
140939,1,0,19.62,3477.4,128,123,34.7,49.8,0.37,-0.212,H,H,H,H,C,C,C,-,H,B,B,B,B,B,B,B,H,H,H,-,H,H,H,-,H,H,H,H,H,H,C,C,C,-,H,H,C,H,C,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,B,H,C,C,C,-,C,C,H,H,B,B,H,H,H,H,H,H,H,H,H,H,H,H,C,C,-,C,C,C,H,B,B,B,B,B,B,-,B,B,H,H,H,H,H,H,H,H,C,-,H,H,H,C,C,C,C,H,-,B,B,-,H,H,H,H,H,-,H,-,H,B,B,B,B,-,B,B,B,B,H,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,-,H,H,H,H,-,H,B,-,C,C,H,C,C,C,C,H,B,B,H,H,-,H,H,-,H,H,H,C,H,H,C,C,C,C,C,C,C,H,H,H,H,-,H,H,H,B,H,C,C,-,-,-,B,C
140940,1,0,18.07,2938.6,65,94,28.89,52.3,-0.49,-0.959,B,B,B,B,B,-,-,H,H,H,H,H,C,C,C,C,C,H,H,B,B,B,B,B,B,-,B,B,B,B,H,H,H,C,C,C,C,C,C,H,H,H,-,H,C,-,H,H,H,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,H,H,-,H,H,H,H,B,B,B,B,B,H,H,H,C,-,C,C,H,H,H,H,H,H,H,H,-,B,-,B,H,H,H,H,-,B,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,-,H,H,B,C,C,C,H,H,H,H,-,B,H,H,H,B,B,B,B,B,B,B,B,B,B,H,H,H,C,C,C,C,H,C,C,H,H,H,H,H,H,H,H,H,C,C,C,C,H,B,B,H,B,B,-,B,B,-,B,B,B,H,C,C,C,C,C,C,C,C,H,H,H,H,H,-,H,H,H,H,H,C,-,C,-,C,C,-
140941,1,0,19.98,3617.1,82,129,35.91,45.9,0.5,-0.086,-,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,C,H,H,C,C,C,C,H,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,-,B,B,-,H,B,B,C,C,-,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,-,H,B,B,B,B,B,B,B,H,H,-,H,-,H,H,H,-,H,H,H,-,B,H,H,C,C,C,C,C,H,-,H,H,H,H,H,H,H,H,H,H,H,-,B,B,B,B,B,H,H,H,-,H,H,-,-,H,H,H,H,H,C,-,C,C,C,C,-,C,C,C,H,H,H,H,H,B,B,B,B,H,H,-,B,H,H,H,H,-,B,B,B,B,C,C,C,C,C,C,C,C,C,C,H,H,C,C,C,C,C,C,C,C,C,C,C,C,-,H,B,H,C,H,-,H,-,H,H,-
141423,1,0,19.4,2673.6,136,86,36.72,55.5,-0.67,0.124,C,C,C,C,C,C,C,C,H,H,H,B,B,B,B,B,B,-,B,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,-,H,C,-,H,H,H,-,H,-,-,H,H,-,H,H,C,C,H,-,H,H,H,H,H,H,H,H,C,C,-,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,-,H,-,H,H,H,H,H,C,C,C,C,C,C,-,C,C,C,C,-,-,-,H,B,-,-,H,H,-,C,C,H,H,-,H,-,-,-,H,H,-,-,-,C,-,B,B,B,B,B,B,H,H,H,C,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,-,H,C,C,H,-,C,C,-,C,C,H,H,H,B,B,H,H,-,H,B,B,B,B,B,B,B,B,B,B,-,B,H,-,H,H,H,H,H,H,H,H,H,B,B,B,-,B,H,H,-,-,H,C,C,C,-,C,C,C
141424,1,0,22.92,3574.7,97,118,33.54,46.4,0.37,-0.163,H,H,H,H,H,H,H,B,B,B,B,H,-,H,B,B,B,B,B,B,B,B,B,-,B,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,-,H,H,H,C,C,C,C,C,H,H,H,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,C,C,C,C,C,C,-,C,C,-,H,-,H,H,H,H,-,B,H,B,B,-,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,C,C,C,B,B,B,B,B,-,B,B,B,B,-,H,H,H,C,C,C,C,C,C,C,C,H,H,-,H,H,H,H,H,-,H,H,H,H,H,B,B,-,B,B,H,H,H,H,B,-,B,-,B,B,B,-,H,C,C,C,C,C,C,H,H,H,H,H,H,-,H,H,H,H,H,H,H,H,H,H,-,H,H,H,H,C,C,C,C,-,B,B,H,H,C,C,-,-,-,-,-,-
141425,1,0,20.07,3658.8,160,135,36.95,52.6,0.55,0.105,H,H,H,H,H,H,H,H,H,H,B,B,-,B,C,-,B,C,H,B,B,B,B,B,B,B,-,B,B,B,B,B,B,H,B,B,-,B,B,B,B,B,H,H,-,H,H,H,H,H,H,H,H,H,H,C,H,H,H,H,H,H,H,H,B,B,B,B,B,-,B,B,B,B,B,B,-,H,C,H,H,B,B,B,B,H,H,H,-,H,H,H,-,H,H,H,H,H,H,H,H,C,C,C,-,C,H,H,H,-,H,B,H,H,H,H,H,H,C,C,C,C,H,H,H,H,C,C,C,C,C,H,H,H,H,H,-,H,H,H,B,B,B,B,B,B,B,B,B,B,B,B,B,C,C,H,C,C,C,C,H,H,H,H,H,H,B,B,B,B,B,H,H,H,B,-,H,H,H,H,H,H,H,H,H,C,C,C,C,C,C,C,C,C,H,H,C,C,C,C,C,C,-,B,B,B,B,-,B,-,-
141426,1,0,41.07,2987.7,96,108,37.09,51.5,-0.43,1.596,C,C,C,C,C,H,H,H,H,C,C,H,-,H,C,C,-,C,C,-,C,H,H,-,H,H,H,H,H,H,H,H,H,C,C,C,C,H,H,H,H,H,-,B,B,-,B,B,B,B,-,B,B,H,H,C,C,C,C,C,H,C,C,H,H,-,H,H,H,H,H,H,H,H,-,H,H,H,B,B,B,B,H,C,C,C,-,C,C,H,-,H,H,H,-,C,C,C,C,C,-,-,C,H,H,H,-,H,H,H,H,H,H,B,B,B,B,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,-,-,B,B,H,B,H,H,H,B,B,B,B,B,B,B,B,B,-,B,B,-,B,-,B,B,B,B,B,B,H,H,H,C,H,H,H,H,H,B,B,B,B,H,H,H,-,H,H,H,H,H,H,C,C,C,-,C,C,C,C,-,H,H,B,B,B,H,H,-,-,H,C,C,B,B,H,H,H
142838,1,0,11.77,2661.6,146,88,39.26,61.5,-0.85,-0.032,-,H,H,H,H,H,-,H,H,H,H,H,H,H,B,H,H,H,H,H,H,H,B,B,B,-,B,B,B,B,B,B,-,H,H,H,-,H,H,H,-,H,-,-,H,H,H,H,H,H,H,C,C,H,-,-,H,H,H,B,B,B,H,H,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,H,H,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,B,-,B,H,H,H,H,H,-,C,B,B,B,B,H,H,H,H,H,H,H,H,H,H,H,H,-,H,H,-,B,H,H,H,H,H,B,B,B,B,B,B,H,H,H,H,H,H,H,H,C,C,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,-,H,-,H,B,B,B,B,C,H,-,H,H,H,H,H,H,H,H,H,H,-,-,H,H,H,B,B,B,B,-,-,H,H,H,C,H,B,B,B,C,C,C,C
142839,1,0,26.18,4290.4,90,148,35.87,42.8,1.13,0.261,H,H,H,H,-,H,-,H,H,H,H,H,B,H,B,B,-,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,H,B,B,H,H,H,H,H,B,-,-,H,H,H,H,B,B,B,-,H,H,H,-,-,H,H,H,-,H,H,H,H,H,-,H,H,H,H,H,-,B,B,B,H,H,H,H,C,C,C,C,C,C,C,-,H,-,H,-,H,H,H,H,H,H,-,H,H,H,H,H,H,H,C,-,H,H,H,H,H,C,C,-,C,C,C,H,H,H,H,-,H,H,-,H,H,H,H,B,B,B,B,B,B,B,B,H,H,H,H,H,H,H,H,H,H,-,H,H,B,B,H,H,H,H,C,C,C,C,C,C,C,-,H,H,H,H,H,H,B,H,H,H,H,B,-,B,B,B,B,B,B,H,C,C,H,C,C,C,C,C,C,H,H,H,-,-,-,B,-,H,H,C,-,C,-,-,B,B
